kor_sentence,labels
"NH아문디 100년 기업 그린 코리아 펀드, 친환경 기업에 투자…설정 후 수익률 12.6%",0
(마감)프로그램 2689억 매수 우위,1
"거래소, 사회책임투자채권 상장수수료 면제기간 2년 연장",0
클래시스 1분기 영업이익 167억원…53.3% 증가,1
"SKIET, 오늘 증시 입성…'따상'하면 1주당 버는 돈이",0
NHN 1분기 영업이익 191억원…작년 동기 대비 23.1%↑,1
"""현대백화점, 패션이 강한 회복 성장 견인할 것""-교보",1
"""美 인플레 둔화 확인""…2,500선 회복한 코스피",1
"씨에스윈드, 6%대 급락…증권가 ""1분기 저점 가능성""",0
"한국투자증권, 뱅키스 고객 대상 IRP 수수료 전액 면제",1
"유진투자증권, '해외주식 패키지' 이벤트 진행",0
신세계인터내셔날 1분기 영업이익 331억원…작년 대비 55.6%↑,1
"한화에어로, 1분기 영업이익 659억원…1천959% 증가(종합)",1
롯데쇼핑 1분기 영업이익 1천125억원…작년 동기 대비 63.7%↑,1
美 물가지표 발표 앞두고 숨고르기…코스닥 1.19%↑,1
웹젠 1분기 영업익 97억…인건비 증가에 전년 동기 대비 56%↓,0
"아크리아스튜디오, 미시간벤쳐스 등으로부터 투자 유치…""IP 3.0 비전 이룰 것""",1
"어디까지 떨어지나...루나(LUNA), 1달러마저 붕괴",2
 (11일) 금호타이어 등,0
"코스피, 예상 웃돈 美물가에 하락 출발…코스닥 850선 위태",2
"""인플레 지나니 경기 침체""…증시 하락 출발",2
"환율 한때 1,285원까지 상승…5거래일째 연고점 경신(종합)",1
KT&G 1분기 영업이익 3천177억원…작년 동기보다 1.2%↑,1
"한국투자증권, 인니 증권거래소와 ETF 활성화 등 협력선언",1
비트코인 수수료 폭등에…주목받는 라이트닝 네트워크,0
(마감)코스피 기관 2483억 매도 우위,2
넷마블 1분기 영업손실 119억원…적자 전환(종합),2
넷마블 1분기 영업손실 119억원…적자 전환(종합),2
'두나무 나스닥 상장 준비' 소식에 마로 40%대 급등 [코인 시세],1
" 한국 수출 '벼랑 끝?'…""글로벌 공급망 변화는 기회""",0
"""봄날 온다""… 신세계인터내셔날 목표가 올려잡는 증권가",1
'게임주 훈풍'...영업손실에도 컴투스홀딩스 강세,1
시총 상위주 대부분 '파란불'…셀트리온 3형제만 '고개',2
"현대차 ""美 주정부와 전기차공장 설립투자 협상 중"" [주목 e공시]",0
(마감)코스피 외국인 14323억 순매도,2
한전KPS 1분기 영업이익 225억원…작년 동기 대비 60.1%↓,2
 (14일) 신규상장 = 에이치피오(357230) 등,0
"에이치피오, 코스닥 상장 첫날 하락세…시초가 대비 9%↓",2
"코스피, 개인 매수세에 장중 1% 넘게 상승…삼바 6%↑",1
두산건설 1분기 영업이익 169억원…작년보다 55%↑,1
"세아제강지주·KSS해운…""저평가 가치株가 뜬다""",0
"미래아이앤지, 1분기 영업익 흑자전환 소식에 '상한가'",1
금융당국 '루나 사태' 긴급 동향 점검…디지털자산기본법 속도낸다,0
'투자경고' 모르겠고…상한가 찍고 하락 '출렁',2
"국힘, 내달 9일 최고위원 보선…가상자산 보유 이력도 심사",0
"KX하이텍, 1분기 영업익 13억…전년比 64%↓[주목 e공시]",2
"""고맙다, 트와이스""…JYP엔터, 1분기 깜짝 실적에 주가 급등",1
글로벌 '밀 쇼크' 강타…음식료 관련株 폭등,1
"美 SEC, 코인베이스의 규제 명확성 요청 질의에 답변 거부",0
"케이옥션, 1분기 영업익 34억…전년比 51.4%↑",1
"삼성전자 사던 외국인, 5월엔 '네이버' 몰려…카카오는 외면",0
"코오롱, 1분기 영업이익 952억원, 43%↑…""수익성 개선""",1
 5월 17일(월) ~ 5월 21일(금),0
 하이투자 김대영 선두 계속…계좌엔 곱버스·인버스 ETF,0
"에스엠, 증권사 호평에 8% 가까이 급등",1
"한국투자증권, 동해안 산불 피해지역에 '한국투자 고객의 숲' 조성",0
"이수페타시스, 1분기 영업이익 189억원…시장 컨센서스 상회",0
"금감원 ""해외주식 투자시 위험성·매매 수수료 등 주의해야""",0
실적장세 '포트폴리오' 어떻게 짜야할까 [허란의 경제한끼],0
"아이윈플러스, 420억원 주주배정 유상증자 결정",0
갑자기 배당 축소나선 메리츠…메리츠 둘러싼 說說說,0
"""美 디폴트시 비트코인, 주식 등 위험자산 약세 보일 것""",2
"강원에너지, SK에코엔지니어링과 67억원 규모 증기발생기 공급 계약",1
"""중국 EV 공급 과잉으로 수출 둔화…실적·목표가↓""",0
"코스피, 美·EU 경기 회복 기대감에 상승 출발…삼바 90만원 재차 돌파",1
"LG생건 ""푸르밀 인수, 구체적 결정은 아직"" [주목 e공시]",0
"메리츠증권, 단기 통안채 ETN 3종 상장",0
"환율, 나흘 연속 하락…2주 만에 1,260원대",0
비트코인 시세 '출렁'…與 김병욱 '가상자산법' 발의,0
상처뿐인 개미...배터리 짝사랑의 결과 [증시프리즘],0
"""테슬라가 다했다""…셀트리온헬스케어 제치고 코스닥 2위 등극",1
"""외인들 그렇게 사더니""…삼성·SK하이닉스 연중 최고치",1
"아이티엠반도체, 국내 전자담배 시장 진출…'릴 하이브리드 이지' 단독 공급",1
"한화투자증권-네이버 해피빈, 친환경 사회공헌 캠페인 MOU",1
美 성장주 몰빵한 '동학법인' 곡소리 난다,0
'코로나의 역설'이 지배하는 증시,0
" ""'연준에 맞서지말라'...미리 예측하고 움직이면 위험할수도""",0
"환율, 한미정상회담 앞두고 하락세…1,260원대 출발",0
비트코인 급락 소식에 암호화폐 관련주 하락…비덴트 10%↓,2
'중후장대' 부활…삼성전자 빼고도 깜짝실적,1
잘못 송금한 암호화폐…24시간 안에 찾아주는 수수료가 100만원?,0
"바이든, 우크라 추가 군사지원 발표…탄약·장갑차 포함",0
반도체 패권전쟁…글로벌 장비株들 웃는다,0
주식시장 반등하나…美 바이든 방한에 쏠린 눈 [주간전망],1
주식시장 반등하나…美 바이든 방한에 쏠린 눈 [주간전망],1
"""공급축소로 가격하락 방어""…삼전·하이닉스 '매수' 유지",1
'사적 이해관계 대상 코인' 포함…국회법 개정안 소위 통과,0
"WTI, 72달러 눈앞…부채한도 협상에 소폭 상승 [오늘의 유가]",0
"1,200조 재건사업 기대감…삼부토건 연이틀 급등",1
"""뉴스에 팔아라?""…원전株, 개장 직후 급등했다가 조정받아",1
"거래소, 종목코드 체계 개편…""코드 중복 방지·발급 여력 확보""",1
"크리스에프앤씨, 이천물류창고 화재로 '털썩'",0
"이현승 KB자산운용 대표 ""시장 변동성 커져…자산배분 안정형 상품 확대""",1
암호화폐는 '검은돈'?…작년 불법용도 0.3% 불과,0
사우디 또 감산할까…장관 경고에 WTI 72달러 돌파 [오늘의 유가],0
"""곡물가 랠리 올 하반기가 마지막…식료품 상승세 탈 듯""-하나금융",0
"9조 넘게 던진 외국인, '호텔신라'는 챙기는 이유",0
"""대조양 인수로 포트폴리오 강화""…한화 목표가 4만원",1
바이든 방한 수혜주 '순환매'…에스피시스템스 상한가,0
" 초고수들, 2차전지 저가매수…곡물주는 이미 '익절'",0
"블리츠웨이, '블리츠웨이스튜디오' 인수 완료…""연결 기준 실적 개선""",1
반도체 부족에…현대차·현대모비스 아산공장 24~26일 생산중단 [주목 e공시],0
"거래소, 한화·한투운용 소규모 ETF 2종목 내달 상장폐지",0
다시 고개든 미중 불확실성...맥 없이 무너진 증시 [증시프리즘],2
 (24일) 코위버 등,0
"피치 ""美 부정적 관찰대상""…증시 보합권 출발",0
"일진머티리얼즈, 매각 보도에 13%대 '급락'",2
"HD현대일렉트릭, 878억 규모 변압기 공급계약 [주목 e공시]",1
" 원/달러 환율 5.1원 내린 1,122.0원(마감)",0
" 원/달러 환율 1.6원 내린 1,264.6원(마감)",0
 (25일) DL건설 등,0
지난달 주식회사채 발행규모 전월比 45.1%↑…대규모 유상증자 덕,0
"Today's Pick: ""펄어비스, 다가오는 붉은사막""",0
"""배터리, 이제 셀보다 소재""…무조건 담아야 할 기업은?",0
'매도 리포트' 후폭풍…공매도 잔고 1조 돌파,1
"한국블록체인협회, 업권법 TFT 발족…""업계 목소리 낸다""",0
"업비트 ""LUNA2 에어드랍 지원...재상장 보증은 아냐""",0
박삼구에 발목 잡힌 아시아나항공·금호건설…주식 매매 정지,0
 BTS 백악관 초청 소식에 하이브 주가 '상승',1
"판타지오, 미래아이앤지·엔케이물산과 영상콘텐츠 개발",0
"포스코케미칼, 자기주식 7만5187주 취득[주목 e공시]",0
"""스태그플레이션 발생하면 비트코인에 호재…그 이유는""",1
 (28일) 재상장=에코프로에이치엔,0
"루나2.0 에어드랍 비율 공개…""공격 전 홀더에 보유량 103% 분배""",0
"코스피, 외인·기관 '사자'에 1% 가까이 상승…현대차 4%대↑",1
"""악몽의 5월""…비트코인, 월간 기준 10년 만에 '최대 낙폭'",2
"""비트코인 미결제약정 급증…추가 상승 제한적일 것""",0
"전기차·신재생에너지 확대에 '방긋'…""전선株 뜬다""",1
美 부채한도 상향 합의…국내 증시 상승 출발,1
엔데믹 기대에 날았다…저비용항공사 이틀째 강세,1
" ""이젠 반도체의 시간""…반도체·장비주 쓸어담는 초고수들",1
(마감)코스피 외국인 3558억 순매수,1
"원/달러 환율, 미국 금리 인상 우려에 상승…1,324.9원 마감",0
"""한샘, 영업익 흑전 내년 기약해야 할 듯…목표가↓""-NH",2
"""첫 'KRAS' 억제제 FDA 승인…국내 개발업체는 나이벡""",1
" 원/달러 환율 3.6원 내린 1,235.0원(개장)",0
" 삼성운용, 국고채 만기 채권 ETF 2종 상장",0
"SGC에너지, 570억 규모 신규시설 투자 결정[주목 e공시]",0
"백신 맞고 쉬세요…KB證, 코로나19 백신휴가 도입",0
"코스피, 기관 '팔자'에 하락 마감…코스닥, 2차전지 강세에 ↑",2
"원/달러 환율, 3거래일째 하락…1.4원 내린 1,237.2원 마감(종합)",2
"6월 1일부터 홍콩 가상자산 시장 개방…""핵심은 투자자 보호""",0
"해시드, 이더리움 기반 자산 관리 플랫폼 '세트 랩스' 후속 투자",0
"진영, 코스닥 입성 첫날 '상승'…공모가 대비 108%↑",1
"씨앤투스성진, 중간배당 권리주주 확정 위해 주주명부 폐쇄[주목 e공시]",0
"드래곤플라이, 셀바스AI와 MOU…AI 기술 활용 '박차'",1
(마감)코스피 기관 6532억 매수 우위,1
자유·평화·번영…글로벌 복합위기 극복 위한 연대 '박차',1
"셀트리온, 악템라 바이오시밀러 미국 임상3상 신청 [주목 e공시]",1
"""자기자본 감소 가장 클 것""…목표가 하향",0
"CJ CGV, 4000억 규모 전환사채 발행에 약세",2
"""아기상어가 이겼다""…머스크 트윗에 주가 치솟은 삼성출판사",0
 '고평가' 논란에도…초고수픽은 와인업계 1호 상장 나라셀라에,0
"코스피, 1년만에 종가 기준 2600선 돌파…외국인·기관 '사자'",1
"원/달러 환율 14.9원 급등해 1,252.1원에 마감",0
"'피의 5월' 지난 비트코인…JP모간 ""아직 바닥 아니다""",0
"청담글로벌, IPO 흥행 부진 털고 코스닥 상장 첫날 급등",1
증권사 1분기 순이익 3조원 육박…증시 활황 수혜,1
"금감원, 아·태 5개국 회담서 '가상자산 규율체계 필요성' 등 논의",0
"""삼성전자보다 더 올랐다""…올해만 40% 급등한 '이 종목'",1
“LG화학 투자 포인트 중 변한 것 없어…목표가 유지”-키움,0
"국내 게임사, P2E 소셜 카지노 게임 시장 진출 채비...""해외시장 공략""",0
"답답했던 5G 장비株, 5G 이젠 잘 터질까",1
"""美 중앙은행, 6월 회의서 금리 인상 건너뛸 것""-하이",0
"힘스, 삼성디스플레이와 60억 규모 제조장비 공급계약 [주목 e공시]",1
"김진원 아레스 대표, NFSWA재단 ‘우수혁신 IT기업가상’ 수상",1
"바이낸스 ""SEC 제소, 적극 방어할 것""",0
엔비디아 담았더니…올 들어 70% 급등,1
"""포스코퓨처엠, 2차전지 소재 업체 '톱픽'…경쟁력 갖춰""-현대차",1
"'계륵' 된 건설주, 낮아진 정책 기대감 속 추천주는?",2
" 원/달러 환율 5.3원 내린 1,111.2원(개장)",0
"힘스, 삼성디스플레이와 54억원 규모 공급계약 [주목 e공시]",1
대성에너지 6%↑…천연가스 가격 급등에 관련주 강세,1
"광명전기, 삼성전자와 104억 규모 공급계약 [주목 e공시]",1
(마감)코스피 외국인 1876억 순매도,2
"증권가 ""크래프톤 신작 기대감 크다""",1
"""포스코홀딩스, 철강 업황 개선돼 2분기 실적 회복될 것""-현대차",1
"하나금투 ""해성디에스, 2분기 실적 추정치 상향…목표가 10.6% 올려""",1
"모비데이즈, 스팩 합병상장 첫날 급락",2
"""예스티, 신규 라인업 성과 기대…올해 흑자전환 전망""-한양",1
(마감)코스피 기관 748억 매도 우위,2
(마감)코스피 기관 2617억 매수 우위,1
"원/달러 환율 0.1원 내린 1,303.7원 마감",0
 실적·수주 함께 뜨는 HD현대중공업…2011년 영광 재현할까,1
" 롯데칠성, 호텔롯데의 블록딜 여파에 하락",2
"원전株, 조정 하루만에 반등…두산중공업 5.33%↑",1
"""스트레이키즈, 초동 신기록""…JYP엔터, 52주 최고가 경신",1
"위니아에이드 ""2025년 매출 1조 목표""…9~10일 수요예측",0
1년 만에 2640선 넘은 코스피…환율 1200원대 안착,1
"퓨전, 감사의견 거절 전 100억 유출…'고의 상폐' 의혹도",0
"자메이카, CBDC 법적화폐로 인정…""세계 최초""",0
"SK텔레콤, 주식 액면분할 결정…액면가액 500원→100원[주목 e공시]",0
" 영풍제지, 매각 훈풍 기대감에 3거래일째 상승",1
"신한운용, TDF 라인업 확장… 2055년형·장기성장시리즈 추가",1
" 원/달러 환율 0.4원 오른 1,115.8원(마감)",1
"커브 내 stETH/ETH 디페깅…""대규모 stETH 청산 가능성 논란""",0
"""더는 못 버텨요""…'7만전자' 찍자 본전 챙기고 떠난 개미들",0
"코스피, 美인플레 우려에도 소폭 오름세…삼성SDI 4%대↑",1
에셋플러스운용도 '액티브 ETF' 뛰어든다,0
"알에프세미, 195억 규모 LFP셀 공급 계약…주가 9% '상승'",1
"""막말 사과해""vs""못해""…중국시장 테마주 약세",2
 하나금투 김대현 독주 속 2~3위 경쟁 치열,0
글로벌 약세에 기관·외인 줄매도…은행주 약세 행진,2
"국내 5대 거래소, 공동협의체 출범...""루나 사태 재발 방지""",0
크래프톤 상장예비심사 승인…중복청약·따상 기대해도 되나,1
"""대한항공, 진에어 지분 인수, 모두에게 최선의 선택""-한국",1
"""비트코인 3천만원 붕괴""…암호화폐 관련주 하락",2
"지더블유바이텍, '코리아랩 2022' 전시 참가",0
(마감)코스피 기관 3332억 매도 우위,2
반대매매 몰린 계좌 6배 급증…폭락장에 빚투 개미들 '피눈물',2
"하나은행, 4천350억 규모 ESG 후순위 채권 발행",0
"""BTS 활동 잠정중단""…하이브 '52주 신저가'",2
"""셀시우스, 뱅크런 가능성 매우 높아...ETH 추가하락 전망""",2
" 코스피, 이틀 연속 사상 최고치 경신…3,258.63 마감",1
"조광ILI, 주당 5.0주 무상증자 결정",0
 (15일) SK바이오팜 등,0
제2의 노터스?…무상증자 소식에 연일 강세,1
"윌링스, 새 주인 찾기 '산 넘어 산'…인수자 자금력 우려",0
"네이버, 장중 상승세에 시가총액 3위 자리 탈환",1
"실적 오르는 낙폭과대주, 지금 담아볼까",0
 (17일) 신규상장=라온테크(232680) 등,0
"신규 상장 범한퓨얼셀, 공모가 상회 출발",0
"코스피 2400 붕괴…외국인, 공매도 쏟아내며 '불난집 부채질'",2
'BTS 효과' 하이브 30만원 돌파 목전…지금 사도 될까,1
"코스피, 간신히 지킨 2440선…삼전, '5만전자'로 털썩",2
"LG화학, ESS 대량 수주 '희소식'에 꿈틀",1
"웰크론한텍, 오송캠퍼스II 신축공사 계약 체결[주목 e공시]",1
코스피 '산 넘어 산'… 긴축 불확실성 해소에도 물가 변수 여전 [주간전망],2
"비플라이소프트, 코스닥 이전 상장 첫날 강세…공모가 웃돌아",1
"아이엘사이언스 ""미래차 산업의 게임 체인저될 것""",1
크레버스·리드코프·HD현대…'여름 보너스' 주는 기업 사볼까,0
누구나 쉽게 웹사이트 만든다…'올인원 플랫폼' 스퀘어스페이스,0
"코스피, 기관 매수에 상승 출발…2400선 놓고 공방",1
신작모멘텀 회복 기대감…게임주 일제히 강세,1
"거래소, 스카이문스테크놀로지 상폐 여부 결정[주목 e공시]",0
"FTX·클레이스왑 등 CDN 접속 장애 해결…""서비스 정상화""",0
美-北 대화 빗장 풀리나…경협株 들썩,0
"""분상제 개편안, 추가 대책 미흡…시장 반응 냉담""",0
"삼성중공업, 5543억 규모 LNG선 공사 수주[주목 e공시]",1
"한화시스템 ""현대로템에 K2 전차 3차 양산 부품 공급키로"" [주목 e공시]",0
"테더, 영국 파운드화 기반 스테이블 코인 'GBPT' 공개",0
"공포에 휩싸인 코인시장 ""3만달러 깨지면 투매 나올 것""",0
"원/달러 환율, 장중 1300원 터치…약 13년만",0
"카카오, 52주 신고가 경신…액분 후 처음으로 16만원 돌파",1
"""설마 5만전자 갈까""…외인 던진 3조 받아낸 개미들 피눈물",2
"FSN ""자회사 FSN 아시아, '2022 APAC 톱10 디지털 마케팅 기업' 선정""",1
변이 확산에…진단키트·백신株 급등,1
"전경련 ""글로벌 ESG 공시 기준 우리 기업에 과도한 부담 우려""",0
"""지금이라도 '서학개미' 합류하려면…OO주 투자해야""",0
"""삼성SDI와 8.5조 공급 계약'…일진머티리얼즈 급등세",1
" 코스피, 사상 최고치 경신…3286.10 마감",1
(마감)코스피 외국인 320억 순매도,2
" 코스피, 사상 첫 3300선 돌파…美 인프라 투자 합의 영향",1
중국 비트코인 규제에 시장 요동…나머지 채굴업체 '어부지리',0
코로나19 위기 탈출하나 했더니…'3高'에 발목 잡힌 항공업계,2
"""전기요금 인상안 오늘 발표""...한전 개장초 강세",1
"코스닥 상장 앞둔 에이치피에스피 ""고압 어닐링 기술로 첨단시장 선도할 것""",1
 바이오 호재 쏟아졌는데…업종지수는 '비실',2
"은행들, 코인거래소 사고 '면책기준' 요구",0
" 원/달러 환율 1,286.5원 보합(개장)",0
"피에이치씨, 관계사 코로나19 키트 수출허가 획득에 급등",1
" 하이브, 보호예수 만료 앞두고 약세",2
"코스피, 외국인·기관 팔자에 '약보합' 마감…3300선은 사수",0
" 원숭이두창 테마, 진단키트株도 삼켰다",0
 (28일) 동방 등,0
"'철옹성' 깬 미르M…위메이드맥스, 8%대 '급등'",1
"지니너스, 주당 2.0주 무상증자 결정",0
"신한은행, 국내 금융사 첫 '카카오 클레이튼 GC' 참여",0
美 1분기 GDP 1.6% 하락…PCE 물가 지수는 7.1%↑,0
"""삼성SDI, 미·중 전기차 패권경쟁 수혜 기대…목표가 5.5%↑""-신한",1
"""물가 올라도 편의점은 간다""...실적개선 전망에 강세",1
"엔젠바이오, 암유전자 변이 분석 알고리즘 국내 특허 등록",1
" 원/달러 환율 0.6원 내린 1,298.4원(마감)",0
급락한 LG엔솔에 2차전지株 '와르르',2
"한컴라이프케어, 증권신고서 제출…공모가 최대 1만3700원",0
"증권사 '매도' 의견 충격 컸나…카뱅, 장중 3만원 붕괴",2
"증권사 '매도' 의견 충격 컸나…카뱅, 장중 3만원 붕괴",2
"옵티팜 ""세계 최고 수준 돼지 췌도 분리 수율 확보""",1
"하나증권, 새 간판 달고 재도약…""고객 가치 소중히 여겨""",1
"스탯, 카카오톡 클립서 '트레이더 카드' 서비스 개시…블루밍비트에 첫 적용",0
"기재부, 외환법 개편 추진...""가상자산 지급 수단 인정""",0
"SG, 아스콘연합회와 '친환경 설비 보급' 업무협약 체결",1
"코스피, 코로나19 델타 우려로 상승폭 반납…코스닥 연중 최고치 경신",1
도지코인 아들 '베이비 도지' 탄생…혁신인가 쓰레기인가 [임현우의 비트코인 나우],0
" 원/달러 환율 2.2원 오른 1,299.5원(개장)",0
"드래곤플라이 ""자회사 디에프체인, 윤상규 신임 사장 선임""",0
(마감)코스피 외국인 1385억 순매도,2
'컬리' IPO 속도 낼 듯…보유지분 의무보유확약서 제출,0
코스피 장 초반 상승…3290대 회복,1
우크라 재건회의 개최 소식에…테마주 강세,1
(마감)코스피 외국인 1350억 순매수,0
(마감)코스피 기관 2633억 매수 우위,1
"넥소, 라이벌 대출 플랫폼 볼드 인수 진행 중…""60일간 실사 진행""",0
 (5일) 뉴인텍 등,0
치솟는 환율에 외국인 '팔자'…코스피·코스닥 하락,2
"세화아이엠씨, 최대주주 이브이첨단소재로 변경[주목 e공시]",0
"웨이버스, 제3국 신도시 통합관제솔루션 수출",0
펄펄 끓는 뉴욕 호수…주범은 코인 채굴장?,0
"FTX, 개인투자자 BTC 레버리지 파생상품 투자 승인 요구",0
바이오株 코로나 약발 끝났나…“다시 신약 개발 주목할 때”,0
"""알라메다 리서치, 보이저 디지털에 3.7억달러 대출 드러나""",0
"게임학회장 ""P2E, 베트남도 합법 아냐...기술력부터 갖춰라""",0
(마감)코스피 기관 8342억 매도 우위,2
"""매일이 신저가""…'엔터 종합백화점' CJ ENM에 무슨 일이?",2
" 유안타證 홍광직, 누적수익률 70% 넘기며 1위 굳히기",1
"""에코프로비엠, 연중 강한 이익모멘텀 지속…목표가는 22%↓""-한국",1
"제로투세븐, 매각설에 장중 9%대 급등",1
동양피스톤 “현대차에 수소전기차 연료전지부품 공급키로” [주목 e공시],0
 '우크라이나 재건' 참여 추진에 철도주 급등(종합),1
[코스피·코스닥 전 거래일(8일) 주요공시],0
"""실적도 소용 없었나""…삼성전자 장중 '7만전자'로 '털썩'",2
"테더 ""셀시우스에 빌려준 비트코인 대출금 청산 완료""",0
 (9일) 디에스케이 등,0
[코스피·코스닥 전 거래일(8일) 주요공시],0
"""방향성 찾는 증시""…코스피·코스닥 약보합 개장",0
" 원/달러 환율 3.5원 오른 1,303.9원(마감)",1
"""삼성SDI, 업황 개선 기대되나 중장기 성장성 약화…목표가↓""-한국",2
"크리스에프앤씨, OEM업체 인수...주가는 '급등'",1
"은행주, 美 국채금리 반등에 일제히 오름세",1
"원·달러 환율, 장중 1316원까지 터치…13년 3개월만에 '최고'",1
"두달새 20% 뛴 코스맥스…""중국발 최대실적 기대""",1
'달러=유로' 됐는데…환율 더 오르나 [증시프리즘],0
"“한화솔루션, 태양광 수익성 회복 기대 하향…목표가 22%↓”-현대차",2
"NH프라임리츠, 장외에서 10% 상승",1
" 한은 총재 ""한미 통화스와프, 추 부총리와 옐런 사이 논의 기대""",0
(마감)코스피 외국인 2595억 순매수,1
"IOSCO·BIS, 스테이블 코인 지침 발표…""명확한 운영시스템 갖춰야""",0
 (13일) DL건설 등,0
"""미 오하이오주 공장 철수""...코스맥스 주가 '급등'",1
"ICH ""친환경 회로소재로 '게임 체인저'로 도약할 것""",1
"코스모신소재, 5G 실증사업 대상 선정 소식에 13%대 급등",1
"ECB, 디지털 유로화 도입 준비 첫걸음 뗐다",0
"""POSCO홀딩스, 철강과 무역·건설의 호실적 이어져""-NH",1
" 코스닥, 장중 연중 최고가 경신…1052.20",1
은 가격 2년래 최저…인버스 2X 은 선물 ETN '급등',1
" 원/달러 환율 7.0원 내린 1,141.5원(마감)",0
(마감)코스피 외국인 2626억 순매수,1
"재닛 옐런 ""인플레, 용납할 수 없을 정도로 높다"" 경고",0
" 유안타證 홍광직, 누적 수익률 100% 돌파",1
"LG화학 '매도 보고서' 냈던 CS, 목표주가 90만원으로 상향",1
말발 누가 셀까…일론 머스크 vs 잭 도시 '비트코인 토론' 코앞 [임현우의 비트코인 나우],0
"""네이버 목표가 11% 하향…수익성 개선 여지는 충분""-DB",0
"티빙-시즌 합병 영향 지속, CJ ENM 강세",1
(마감)코스피 외국인 6334억 순매수,1
"""한온시스템, 길어지는 침체기…투자의견 '매수→중립'""-한국",1
"에이루트, 무상증자 권리락 등 호재 잇따르자 상한가 '직행'",1
"LG이노텍, 애플 긴축 경영 소식에 5%대 약세",2
"제이스텍, 삼성디스플레이와 91억 규모 공급계약 [주목 e공시]",1
" 원/달러 환율 8.3원 오른 1,147.8원(마감)",1
"NNIP, 아시아 책임투자 전문가팀 발족",0
 국내를 넘어 세계로 확장하는 지불결제 코인 '페이코인(PCI)',1
"네이버·카카오, 동반 상승…나스닥 반등에 함박웃음",1
"신규 가상자산사업자, 신고 가능해졌다...'ISMS 예비인증' 도입",0
"우진, 소형모듈원전 사업 투자 확대…신기사 펀드 출자",1
"'3만 달러' 무너진 비트코인, 추가 하락 우려도 높아 [코인 시세]",2
"""대한항공, 연간 실적 하향 전망…목표가 9.8% ↓""-하나",2
정부 원격수업 독려에 교육서비스주 '훨훨',1
"제이스텍, 신사업 투자 위해 사모 CB 발행 소식에 주가 '꿈틀'",1
포스코인터내셔널 2분기 영업익 3천206억원 88.6%↑…역대 최대(종합),1
"코로나 재확산에 원/달러 환율 1,154원…9개월 만에 최고치",0
"KB금융, 상반기 순이익 2조7천566억원 '역대 최대'(종합2보)",1
비트코인 '3만 달러' 회복…금융권은 코인 상품 쏟아내 [코인 시세],0
"""가상인간 AI사업 본격화""…버킷스튜디오, 주가 '급등'",1
"천랩, CJ제일제당으로 피인수 소식에 '上'",1
6월 외화예금 21억달러 감소…환율상승에 개인 '달러 팔자',0
"앱클론 ""대규모 항체 개발 프로젝트 순항""",1
하나증권 상반기 당기순이익 1천383억원…전년 동기 대비 49%↓,1
KB증권 상반기 영업이익 4천934억원…136% 증가(종합),1
"블룸버그 ""FTX, 韓 가상자산 거래소 '빗썸' 인수 논의 중""",0
"SK증권 ""네이버, 본격적인 수익성 개선 내년부터 가능""",1
"현대중공업지주, 2분기 영업익 1846억…전년 동기比 77% 늘어 [주목 e공시]",1
"'레드 카드' 받으면 바로 퇴출?…상장폐지, 자세히 뜯어보니[류은혁의 기업분석실]",0
"애널리스트들이 주목한 오늘의 종목: 레이, 셀트리온헬스케어, JYP Ent.",0
"카카오게임즈, 자회사 상장 절차 돌입 소식에 주가↓",2
"대우조선해양, 유럽 선주와 6495억원 규모 계약 [주목 e공시]",1
"프렉스 설립자 ""스테이블 코인 생태계, 경쟁 아닌 협력 要""",0
펄프 가격 1000달러 돌파…제지주 주가 '급등',1
비트코인 국내가격 오전 한때 4천500만원대로 급등(종합),1
현대제철 2분기 영업이익 8천221억원…작년 동기 대비 50.8%↑,1
제일기획 2분기 영업이익 721억원…작년 동기 대비 34%↑,1
"현대제철 2분기 영업이익 50.8%↑…""후판값 하락 불가피""(종합2보)",2
" ""NFT 가격이 거품이라고? 과소평가됐을 수도""",0
"""현대제철, 역대급 실적·역대급 저평가…하반기 반등 기대""-키움",1
"""미워도 다시 한번""…호실적에 11만원선 '회복'",1
에쓰오일 2분기 영업이익 5천710억원…흑자 전환,1
"삼성전기, 2분기 영업익 3천601억원, 1% ↑…""고부가 제품 호조""(종합)",1
"현대제철, 2Q 영업익 5453억…전년比 3795% 급증[주목 e공시]",1
"LG이노텍, 2분기 2천899억원 흑자…작년 동기 대비 90.8%↑(종합)",1
두산인프라코어 2분기 영업이익 1천92억원…작년 대비 19.4%↑,1
"""위메이드, 일부 프리미엄 정당…3분기 흑자전환 가능""-하나",1
LG디스플레이 2분기 영업이익 7천11억원…4년 만에 최대(종합),1
금리인상 속도조절?...네카오 간만의 동반 상승,1
"LS일렉트릭, 2분기 영업익 601억원…전년比 27.76%↑ [주목 e공시]",1
HDC현산 2분기 영업이익 1천49억원…작년 대비 28.8%↓(종합),2
(마감)코스피 외국인 4107억 순매수,1
혼자 12배 뛴 알트코인 '엑시 인피니티'…숨은 보석? 과대평가? [임현우의 비트코인 나우],0
"원·달러 환율, 3주만에 1300원 아래로…1296원에 장 마감",0
삼성전자 2분기 영업이익 12조5667억원…작년 대비 54.3% 증가,1
"코스피, 외국인·기관 '사자'에 상승 출발…코스닥 800선 회복",1
이더리움 1700달러 돌파에 ETC·UNI·LDO 등 급등,1
"안랩, 2분기 영업이익 46억원…전년比 16.6%↓ [주목 e공시]",2
